CustomerID,Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Churn Value,Source
3721-WKIIL,Female,No,No,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.6,561.15,0,IBM
IN-01946,Male,No,Yes,Yes,29,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,33.77,941.92,1,India-Synthetic
PK-03151,Female,No,No,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,75.71,2171.72,1,Pakistan-Synthetic
PK-06191,Male,No,Yes,No,38,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,One year,Yes,Electronic check,82.33,3040.66,0,Pakistan-Synthetic
IN-00964,Male,No,No,Yes,56,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,40.88,2252.36,0,India-Synthetic
2773-MADBQ,Female,No,No,No,36,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,53.1,1901.25,0,IBM
4871-JTKJF,Female,Yes,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.65,69.65,1,IBM
PK-00170,Male,No,No,No,4,Yes,No,DSL,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),62.37,257.73,0,Pakistan-Synthetic
9236-NDUCW,Female,No,No,No,21,No,No phone service,DSL,Yes,No,No,Yes,No,No,Two year,No,Mailed check,35.1,770.4,0,IBM
PK-00181,Female,Yes,Yes,Yes,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,58.21,2390.61,0,Pakistan-Synthetic
PK-01822,Male,No,Yes,No,21,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,39.09,816.48,1,Pakistan-Synthetic
IN-00399,Female,No,Yes,Yes,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,34.22,699.84,0,India-Synthetic
PK-01881,Male,No,Yes,No,58,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),72.74,4263.41,0,Pakistan-Synthetic
PK-05763,Female,Yes,No,No,40,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,41.73,1680.27,1,Pakistan-Synthetic
PK-03549,Male,No,No,No,44,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,39.98,1668.86,1,Pakistan-Synthetic
1907-UBQFC,Male,Yes,No,No,10,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,72.85,688.65,1,IBM
PK-00339,Female,No,Yes,Yes,42,Yes,Yes,DSL,No,No,Yes,No,No,No,Two year,Yes,Mailed check,33.48,1358.64,0,Pakistan-Synthetic
IN-04702,Female,No,Yes,Yes,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),37.8,768.0,0,India-Synthetic
3424-NMNBO,Male,Yes,Yes,No,58,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,108.85,6287.25,1,IBM
PK-03267,Female,No,No,No,10,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,52.99,498.46,0,Pakistan-Synthetic
0078-XZMHT,Male,No,Yes,No,72,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),85.15,6316.2,0,IBM
IN-02853,Female,No,No,No,0,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),52.45,0.0,0,India-Synthetic
IN-02464,Female,No,Yes,Yes,16,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,39.97,647.71,0,India-Synthetic
IN-00444,Female,No,Yes,Yes,20,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),44.28,861.26,1,India-Synthetic
IN-05525,Female,No,Yes,Yes,56,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,93.97,5161.16,0,India-Synthetic
PK-03414,Female,No,Yes,Yes,44,Yes,Yes,DSL,Yes,No,No,No,No,No,Two year,Yes,Credit card (automatic),48.11,2116.53,0,Pakistan-Synthetic
IN-04959,Female,No,Yes,No,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,55.83,3128.47,0,India-Synthetic
PK-06133,Female,No,No,No,18,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,76.17,1451.76,0,Pakistan-Synthetic
PK-06226,Male,No,No,No,33,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,68.51,2297.6,0,Pakistan-Synthetic
IN-02683,Male,No,Yes,Yes,50,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),114.99,5654.33,1,India-Synthetic
6591-QGOYB,Male,No,No,No,17,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),106.65,1672.1,0,IBM
3580-HYCSP,Male,No,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),110.3,7966.9,0,IBM
IN-05168,Female,No,No,No,12,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),25.83,303.89,1,India-Synthetic
8739-QOTTN,Female,No,Yes,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.35,41.85,0,IBM
IN-01052,Female,No,No,No,53,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),76.67,3846.04,0,India-Synthetic
IN-02052,Male,No,Yes,No,40,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,50.16,2070.08,0,India-Synthetic
IN-04918,Female,No,No,Yes,28,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,Yes,Mailed check,53.52,1483.23,0,India-Synthetic
IN-00435,Male,No,No,No,67,Yes,No,DSL,No,No,No,Yes,No,Yes,Two year,Yes,Electronic check,85.84,5952.99,0,India-Synthetic
1818-ESQMW,Female,No,No,No,27,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,89.2,2383.6,0,IBM
1839-UMACK,Male,No,No,No,42,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,25.05,949.85,0,IBM
PK-01828,Male,No,No,Yes,66,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),89.67,5930.21,0,Pakistan-Synthetic
IN-01839,Male,No,No,No,21,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Electronic check,103.08,2143.41,0,India-Synthetic
PK-04772,Male,No,Yes,Yes,41,Yes,Yes,DSL,No,No,No,No,No,No,One year,No,Credit card (automatic),34.93,1449.06,0,Pakistan-Synthetic
PK-03418,Female,Yes,No,No,20,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,37.61,712.49,0,Pakistan-Synthetic
8665-UTDHZ,Male,No,Yes,No,1,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,30.2,30.2,1,IBM
IN-05942,Male,No,No,No,30,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.72,1349.33,1,India-Synthetic
IN-03596,Male,No,Yes,No,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),42.4,87.63,1,India-Synthetic
PK-05823,Male,No,Yes,No,0,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),47.08,0.0,0,Pakistan-Synthetic
IN-05571,Male,No,Yes,No,52,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,66.88,3420.32,1,India-Synthetic
2578-JQPHZ,Male,No,No,No,44,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),100.1,4378.35,0,IBM
0384-RVBPI,Male,No,No,No,20,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),64.4,1398.6,0,IBM
PK-02166,Female,No,No,Yes,43,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,Yes,Electronic check,54.9,2378.96,0,Pakistan-Synthetic
PK-04285,Female,No,No,Yes,40,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,76.12,3087.51,0,Pakistan-Synthetic
IN-05386,Female,No,No,No,6,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),56.48,337.59,1,India-Synthetic
IN-00302,Female,Yes,Yes,Yes,43,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),65.56,2805.8,0,India-Synthetic
PK-04674,Female,No,Yes,No,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,30.85,1119.75,0,Pakistan-Synthetic
PK-04742,Female,No,No,No,5,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,51.09,243.36,1,Pakistan-Synthetic
PK-00527,Male,No,Yes,No,32,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Two year,No,Bank transfer (automatic),54.01,1651.47,0,Pakistan-Synthetic
4558-CGYCZ,Male,No,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.75,78.3,0,IBM
IN-00205,Female,No,Yes,No,31,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,No,Electronic check,49.03,1494.16,0,India-Synthetic
0014-BMAQU,Male,No,Yes,No,63,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Two year,Yes,Credit card (automatic),84.65,5377.8,0,IBM
8035-BUYVG,Male,No,Yes,No,40,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Electronic check,42.35,1716.45,1,IBM
0661-KBKPA,Male,No,Yes,Yes,53,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,78.75,3942.45,0,IBM
IN-02684,Female,Yes,No,No,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,37.03,1172.28,0,India-Synthetic
IN-00114,Female,No,No,No,17,No,No phone service,DSL,Yes,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),54.88,943.47,0,India-Synthetic
PK-03465,Female,Yes,No,No,4,Yes,No,DSL,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),44.79,178.49,1,Pakistan-Synthetic
0266-CLZKZ,Female,No,Yes,Yes,67,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),105.65,6717.9,0,IBM
IN-00919,Male,No,No,No,10,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),65.02,664.27,1,India-Synthetic
PK-02131,Female,No,Yes,No,39,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,63.4,2426.28,1,Pakistan-Synthetic
9046-JBFWA,Male,No,No,Yes,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.15,537.35,0,IBM
PK-00379,Female,No,No,Yes,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,40.71,296.96,0,Pakistan-Synthetic
4821-SJHJV,Female,No,Yes,Yes,32,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,89.6,2901.8,0,IBM
IN-06471,Female,No,Yes,No,21,Yes,Yes,DSL,No,No,No,Yes,Yes,No,One year,Yes,Electronic check,51.4,1066.42,0,India-Synthetic
IN-06774,Male,No,No,Yes,22,Yes,No,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,73.36,1588.33,0,India-Synthetic
IN-01211,Female,No,No,Yes,31,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),50.83,1530.74,0,India-Synthetic
IN-03018,Male,No,No,No,5,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),50.74,250.3,1,India-Synthetic
PK-01042,Female,No,No,No,41,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Mailed check,80.19,3373.51,0,Pakistan-Synthetic
3685-YLCMQ,Male,No,No,No,58,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,104.65,6219.6,1,IBM
PK-01092,Male,No,Yes,Yes,26,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,35.61,914.35,0,Pakistan-Synthetic
6040-CGACY,Female,No,No,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.6,299.4,0,IBM
PK-05042,Female,No,No,No,38,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,75.99,2997.32,0,Pakistan-Synthetic
6791-YBNAK,Male,No,Yes,Yes,18,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),25.55,467.85,0,IBM
IN-01448,Female,No,Yes,No,36,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Electronic check,75.78,2898.45,0,India-Synthetic
3926-CUQZX,Male,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),45.1,45.1,1,IBM
2703-AMTUL,Male,No,Yes,Yes,36,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,No,Mailed check,53.65,1939.35,0,IBM
IN-01438,Male,No,Yes,Yes,37,Yes,No,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Mailed check,63.04,2319.84,0,India-Synthetic
IN-03244,Male,No,Yes,No,64,Yes,Yes,DSL,No,No,No,Yes,Yes,No,One year,No,Credit card (automatic),73.95,4269.55,0,India-Synthetic
PK-06088,Female,No,No,Yes,27,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),32.25,849.25,1,Pakistan-Synthetic
2674-MLXMN,Female,Yes,No,No,71,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.65,6951.15,0,IBM
5546-QUERU,Male,No,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.95,257.0,0,IBM
PK-03694,Female,No,No,No,32,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,34.57,1120.03,0,Pakistan-Synthetic
IN-02441,Male,No,Yes,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,45.14,1032.87,0,India-Synthetic
PK-05946,Female,No,No,Yes,30,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,37.93,1157.98,0,Pakistan-Synthetic
IN-01774,Male,No,No,No,18,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,45.3,810.99,1,India-Synthetic
IN-01032,Male,No,No,No,48,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),91.25,4246.98,0,India-Synthetic
PK-01664,Male,No,Yes,No,33,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,40.79,1305.92,0,Pakistan-Synthetic
PK-00694,Male,No,No,No,20,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,57.34,1143.88,0,Pakistan-Synthetic
4918-FYJNT,Female,Yes,Yes,No,55,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,90.45,5044.8,0,IBM
0094-OIFMO,Female,Yes,No,Yes,11,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.0,1120.3,1,IBM
PK-05323,Female,No,Yes,Yes,47,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,94.72,4557.2,1,Pakistan-Synthetic
0902-XKXPN,Male,No,Yes,Yes,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.2,1376.5,0,IBM
9739-JLPQJ,Female,No,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),117.5,8670.1,0,IBM
PK-06678,Male,No,No,No,46,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),95.79,4547.58,0,Pakistan-Synthetic
PK-03483,Male,No,Yes,Yes,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,64.97,2819.82,0,Pakistan-Synthetic
PK-05397,Female,No,No,No,48,Yes,Yes,DSL,No,No,No,Yes,No,No,One year,Yes,Electronic check,81.15,3708.98,0,Pakistan-Synthetic
IN-04105,Male,No,Yes,Yes,69,No,No phone service,DSL,No,No,No,No,No,No,One year,Yes,Mailed check,74.55,5267.69,0,India-Synthetic
0357-NVCRI,Female,No,No,Yes,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.05,471.7,0,IBM
PK-01678,Male,No,Yes,Yes,44,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,33.96,1525.37,1,Pakistan-Synthetic
IN-00064,Female,No,No,Yes,30,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Mailed check,60.59,1888.11,0,India-Synthetic
IN-05662,Female,No,Yes,Yes,29,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),96.58,2815.01,0,India-Synthetic
PK-00981,Female,No,No,No,32,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),82.13,2684.6,0,Pakistan-Synthetic
PK-01237,Female,No,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),37.45,660.15,0,Pakistan-Synthetic
PK-02535,Female,No,No,No,24,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,49.21,1172.66,1,Pakistan-Synthetic
PK-06860,Male,No,Yes,No,68,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Two year,Yes,Mailed check,97.86,6619.97,0,Pakistan-Synthetic
5236-PERKL,Female,No,No,No,57,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),112.95,6465.0,1,IBM
6778-YSNIH,Female,No,No,No,2,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,59.0,114.15,0,IBM
IN-06815,Female,No,Yes,Yes,35,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Electronic check,21.06,742.38,0,India-Synthetic
IN-02487,Male,No,No,Yes,24,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,28.11,701.45,0,India-Synthetic
PK-06610,Female,No,No,No,39,No,No phone service,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,49.13,1942.1,0,Pakistan-Synthetic
IN-04194,Female,No,No,No,11,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,56.39,614.07,1,India-Synthetic
9174-IHETN,Female,No,No,Yes,50,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,No,Credit card (automatic),70.35,3533.6,0,IBM
3458-IDMFK,Male,No,No,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,20.75,499.4,0,IBM
IN-01089,Female,No,No,No,18,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),28.32,478.61,0,India-Synthetic
PK-04421,Female,No,No,Yes,33,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),45.89,1516.36,1,Pakistan-Synthetic
IN-01171,Male,No,Yes,Yes,28,Yes,No,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),49.75,1372.32,0,India-Synthetic
IN-02462,Female,No,Yes,Yes,34,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,68.07,2330.8,0,India-Synthetic
PK-02729,Female,No,Yes,No,36,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,21.41,713.75,1,Pakistan-Synthetic
IN-05430,Female,No,No,Yes,70,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Two year,No,Electronic check,92.45,6741.2,0,India-Synthetic
PK-01489,Male,No,No,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,28.56,642.39,0,Pakistan-Synthetic
PK-02013,Male,Yes,Yes,No,30,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,One year,Yes,Electronic check,93.57,2839.7,0,Pakistan-Synthetic
8738-JOKAR,Female,No,No,No,42,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,One year,Yes,Mailed check,67.7,2882.25,0,IBM
IN-01737,Female,No,Yes,No,11,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,51.18,546.28,1,India-Synthetic
8819-IMISP,Male,No,No,No,31,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,80.45,2429.1,0,IBM
IN-04252,Male,No,No,No,19,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),41.85,778.0,1,India-Synthetic
3745-HRPHI,Male,No,Yes,Yes,66,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),54.65,3632.0,0,IBM
IN-06932,Female,No,Yes,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,29.16,574.41,0,India-Synthetic
PK-01514,Female,No,No,Yes,34,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),74.14,2653.12,1,Pakistan-Synthetic
