CustomerID,Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Churn Value,Source
PK-00037,Male,No,Yes,No,27,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),62.94,1691.17,1,Pakistan-Synthetic
PK-00038,Female,No,No,No,9,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),56.31,544.65,1,Pakistan-Synthetic
PK-00039,Male,No,Yes,Yes,16,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),58.39,917.46,0,Pakistan-Synthetic
PK-00040,Female,No,No,Yes,10,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,Yes,Electronic check,71.48,725.78,0,Pakistan-Synthetic
PK-00041,Male,No,Yes,Yes,31,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,84.69,2584.81,0,Pakistan-Synthetic
PK-00042,Female,No,Yes,No,43,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,No,Mailed check,48.98,2207.28,0,Pakistan-Synthetic
PK-00043,Female,No,Yes,Yes,52,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),70.16,3698.92,0,Pakistan-Synthetic
PK-00044,Male,No,Yes,No,37,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,52.73,1956.59,1,Pakistan-Synthetic
PK-00045,Female,No,No,Yes,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,85.33,5464.44,0,Pakistan-Synthetic
PK-00046,Female,No,Yes,No,11,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),26.52,276.88,0,Pakistan-Synthetic
PK-00047,Male,Yes,No,Yes,69,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,One year,No,Bank transfer (automatic),76.55,5239.1,0,Pakistan-Synthetic
PK-00048,Female,No,Yes,No,27,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,72.77,2040.2,1,Pakistan-Synthetic
PK-00049,Male,No,No,No,37,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),86.71,3273.3,0,Pakistan-Synthetic
PK-00050,Female,No,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),51.37,210.15,1,Pakistan-Synthetic
PK-00051,Female,No,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,36.8,112.43,1,Pakistan-Synthetic
PK-00052,Male,No,No,No,13,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,59.77,805.19,0,Pakistan-Synthetic
PK-00053,Male,No,No,Yes,60,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,One year,No,Bank transfer (automatic),52.72,3169.82,0,Pakistan-Synthetic
PK-00054,Female,Yes,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,41.97,424.65,1,Pakistan-Synthetic
PK-00055,Female,No,No,No,36,No,No phone service,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,71.68,2467.79,1,Pakistan-Synthetic
PK-00056,Male,No,Yes,Yes,31,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,60.35,1763.52,0,Pakistan-Synthetic
PK-00057,Female,No,No,No,14,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),32.34,438.13,0,Pakistan-Synthetic
PK-00058,Female,No,Yes,Yes,34,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,88.8,2973.41,0,Pakistan-Synthetic
PK-00059,Female,No,Yes,Yes,44,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Two year,No,Credit card (automatic),58.25,2366.6,0,Pakistan-Synthetic
PK-00060,Female,No,Yes,No,61,Yes,No,DSL,No,Yes,No,No,Yes,No,Two year,No,Mailed check,58.21,3563.41,0,Pakistan-Synthetic
PK-00061,Male,No,Yes,Yes,63,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Two year,Yes,Electronic check,104.0,6666.08,0,Pakistan-Synthetic
PK-00062,Female,No,No,No,32,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Electronic check,76.26,2431.44,0,Pakistan-Synthetic
PK-00063,Female,No,Yes,Yes,56,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,102.55,5709.1,0,Pakistan-Synthetic
PK-00064,Female,No,No,No,21,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,45.75,915.2,1,Pakistan-Synthetic
PK-00065,Male,Yes,No,Yes,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),29.38,381.57,0,Pakistan-Synthetic
PK-00066,Male,No,Yes,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,34.25,976.33,0,Pakistan-Synthetic
PK-00067,Female,No,No,No,7,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,89.31,632.18,0,Pakistan-Synthetic
PK-00068,Female,No,Yes,Yes,22,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Credit card (automatic),63.39,1344.55,0,Pakistan-Synthetic
PK-00069,Female,No,No,No,3,Yes,No,DSL,No,No,No,No,No,No,Two year,No,Credit card (automatic),22.61,68.66,1,Pakistan-Synthetic
PK-00070,Female,No,Yes,Yes,27,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,68.42,1833.7,0,Pakistan-Synthetic
PK-00071,Female,No,Yes,No,46,Yes,No,Fiber optic,No,No,No,No,No,No,One year,No,Mailed check,108.22,4780.78,0,Pakistan-Synthetic
PK-00072,Female,No,Yes,Yes,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,63.15,1634.67,0,Pakistan-Synthetic
PK-00073,Female,No,No,No,34,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,47.82,1619.79,1,Pakistan-Synthetic
PK-00074,Female,No,No,No,68,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),104.31,6717.08,0,Pakistan-Synthetic
PK-00075,Male,No,No,No,66,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Electronic check,65.07,4260.53,0,Pakistan-Synthetic
PK-00076,Female,No,No,No,14,No,No phone service,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),50.34,691.97,0,Pakistan-Synthetic
PK-00077,Female,No,No,Yes,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,77.14,5131.61,0,Pakistan-Synthetic
PK-00078,Male,No,No,No,10,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,48.9,493.5,1,Pakistan-Synthetic
PK-00079,Female,Yes,Yes,No,14,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,57.96,790.06,0,Pakistan-Synthetic
PK-00080,Male,No,No,No,53,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,24.0,1345.9,0,Pakistan-Synthetic
PK-00081,Female,No,No,No,35,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),56.61,1987.48,1,Pakistan-Synthetic
PK-00082,Male,No,No,No,46,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Electronic check,97.55,4593.7,1,Pakistan-Synthetic
PK-00083,Male,No,No,No,33,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,27.82,933.87,0,Pakistan-Synthetic
PK-00084,Female,No,Yes,Yes,42,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,32.5,1434.87,0,Pakistan-Synthetic
PK-00085,Female,No,No,No,18,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),41.11,736.54,0,Pakistan-Synthetic
PK-00086,Female,No,Yes,No,29,Yes,No,DSL,No,No,No,No,No,Yes,One year,No,Electronic check,45.28,1281.07,0,Pakistan-Synthetic
PK-00087,Male,No,No,Yes,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,30.21,802.38,0,Pakistan-Synthetic
PK-00088,Male,No,No,No,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,47.01,1407.35,0,Pakistan-Synthetic
PK-00089,Male,No,Yes,Yes,53,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),92.01,4779.51,0,Pakistan-Synthetic
PK-00090,Male,No,Yes,No,27,No,No phone service,DSL,No,No,No,No,No,No,One year,No,Mailed check,55.08,1555.47,0,Pakistan-Synthetic
PK-00091,Female,No,Yes,Yes,21,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,42.37,881.71,0,Pakistan-Synthetic
PK-00092,Female,No,No,No,28,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,39.37,1079.22,1,Pakistan-Synthetic
PK-00093,Male,No,No,No,21,Yes,No,DSL,No,No,No,Yes,No,No,Two year,No,Credit card (automatic),53.16,1104.84,1,Pakistan-Synthetic
PK-00094,Female,No,Yes,No,41,Yes,No,DSL,No,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),46.47,1939.48,0,Pakistan-Synthetic
PK-00095,Male,No,Yes,No,62,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Electronic check,93.43,5787.03,0,Pakistan-Synthetic
PK-00096,Female,No,No,No,69,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,102.16,7184.3,1,Pakistan-Synthetic
PK-00097,Male,No,No,No,19,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),56.4,1100.65,1,Pakistan-Synthetic
PK-00098,Female,No,Yes,No,20,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),87.65,1705.51,1,Pakistan-Synthetic
PK-00099,Female,No,No,No,8,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,58.99,472.03,0,Pakistan-Synthetic
PK-00100,Male,No,No,No,20,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,51.67,1028.44,1,Pakistan-Synthetic
PK-00101,Female,No,Yes,Yes,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,26.78,504.06,0,Pakistan-Synthetic
PK-00102,Female,No,No,No,7,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,52.45,363.58,1,Pakistan-Synthetic
PK-00103,Female,No,No,No,7,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,68.56,487.66,1,Pakistan-Synthetic
PK-00104,Female,No,Yes,No,1,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),51.42,50.13,0,Pakistan-Synthetic
PK-00105,Male,No,Yes,No,65,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,One year,No,Electronic check,81.52,5289.95,0,Pakistan-Synthetic
PK-00106,Male,No,No,Yes,5,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,No,Electronic check,42.5,220.79,0,Pakistan-Synthetic
PK-00107,Male,No,Yes,Yes,28,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),74.25,2075.96,0,Pakistan-Synthetic
PK-00108,Female,No,Yes,Yes,61,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),107.64,6702.17,0,Pakistan-Synthetic
PK-00109,Female,No,Yes,No,31,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Two year,Yes,Mailed check,84.05,2644.26,0,Pakistan-Synthetic
PK-00110,Female,Yes,No,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,52.12,573.22,0,Pakistan-Synthetic
PK-00111,Male,No,Yes,No,22,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,50.29,1079.33,0,Pakistan-Synthetic
PK-00112,Male,No,No,Yes,14,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,59.24,821.75,1,Pakistan-Synthetic
PK-00113,Female,No,No,Yes,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),38.7,1889.8,0,Pakistan-Synthetic
PK-00114,Male,No,Yes,No,41,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),97.26,4030.38,0,Pakistan-Synthetic
PK-00115,Male,No,No,No,14,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),55.3,768.59,1,Pakistan-Synthetic
PK-00116,Male,No,Yes,No,16,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Mailed check,62.1,992.57,0,Pakistan-Synthetic
PK-00117,Male,No,No,No,28,Yes,Yes,DSL,No,No,No,No,No,No,One year,No,Mailed check,45.68,1260.65,0,Pakistan-Synthetic
PK-00118,Female,No,Yes,Yes,26,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,43.53,1070.69,0,Pakistan-Synthetic
PK-00119,Male,No,Yes,Yes,31,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,63.0,1938.47,0,Pakistan-Synthetic
PK-00120,Female,No,Yes,No,52,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Mailed check,105.82,5737.32,0,Pakistan-Synthetic
PK-00121,Male,No,No,No,25,Yes,Yes,DSL,No,No,No,No,No,Yes,One year,No,Bank transfer (automatic),37.91,957.52,1,Pakistan-Synthetic
PK-00122,Male,No,No,Yes,46,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,88.66,4211.35,0,Pakistan-Synthetic
PK-00123,Female,No,Yes,No,37,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,38.17,1495.07,0,Pakistan-Synthetic
PK-00124,Female,No,No,Yes,70,No,No phone service,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,69.76,4896.59,0,Pakistan-Synthetic
PK-00125,Female,No,Yes,No,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,76.71,3831.86,1,Pakistan-Synthetic
PK-00126,Male,No,Yes,No,10,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),51.37,524.68,0,Pakistan-Synthetic
PK-00127,Male,No,Yes,Yes,10,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,No,Electronic check,59.65,571.75,0,Pakistan-Synthetic
PK-00128,Female,No,No,No,45,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),39.65,1840.01,0,Pakistan-Synthetic
PK-00129,Male,No,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,31.6,32.05,1,Pakistan-Synthetic
PK-00130,Female,No,Yes,No,6,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,68.29,401.41,0,Pakistan-Synthetic
PK-00131,Female,No,No,No,48,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),89.8,4378.84,1,Pakistan-Synthetic
PK-00132,Female,No,No,No,55,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,52.11,2990.02,0,Pakistan-Synthetic
PK-00133,Male,No,No,No,22,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,23.09,530.91,0,Pakistan-Synthetic
PK-00134,Male,No,No,Yes,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),82.29,2885.4,0,Pakistan-Synthetic
PK-00135,Male,No,No,Yes,52,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,No,Credit card (automatic),64.4,3338.82,0,Pakistan-Synthetic
PK-00136,Male,No,No,No,19,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.82,1311.99,0,Pakistan-Synthetic
PK-00137,Male,No,No,No,16,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),62.78,1033.1,1,Pakistan-Synthetic
PK-00138,Female,No,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),57.41,377.0,1,Pakistan-Synthetic
PK-00139,Female,No,Yes,No,6,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,63.08,377.74,1,Pakistan-Synthetic
PK-00140,Female,No,No,Yes,23,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,27.5,626.4,1,Pakistan-Synthetic
PK-00141,Female,No,No,No,18,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,40.6,722.44,0,Pakistan-Synthetic
PK-00142,Female,No,Yes,No,35,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,87.58,2966.88,0,Pakistan-Synthetic
PK-00143,Male,No,No,No,14,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),64.53,865.27,1,Pakistan-Synthetic
PK-00144,Male,No,Yes,Yes,55,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,62.18,3493.56,0,Pakistan-Synthetic
PK-00145,Female,No,No,No,18,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,51.08,933.58,1,Pakistan-Synthetic
PK-00146,Male,No,No,No,41,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),44.07,1820.78,1,Pakistan-Synthetic
PK-00147,Female,No,No,Yes,68,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,No,Electronic check,97.93,6467.85,0,Pakistan-Synthetic
PK-00148,Male,No,Yes,No,25,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),71.15,1760.98,0,Pakistan-Synthetic
PK-00149,Female,No,Yes,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),26.93,348.13,0,Pakistan-Synthetic
PK-00150,Male,No,No,No,51,No,No phone service,DSL,Yes,No,Yes,No,No,No,Two year,No,Electronic check,44.1,2294.84,0,Pakistan-Synthetic
PK-00151,Female,No,Yes,Yes,50,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,One year,No,Bank transfer (automatic),79.43,3839.58,0,Pakistan-Synthetic
PK-00152,Male,No,Yes,No,54,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),78.36,4186.6,0,Pakistan-Synthetic
PK-00153,Male,No,Yes,Yes,5,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),54.64,285.68,0,Pakistan-Synthetic
PK-00154,Female,No,No,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),31.75,471.2,1,Pakistan-Synthetic
PK-00155,Male,No,No,No,33,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),36.13,1164.58,0,Pakistan-Synthetic
PK-00156,Male,No,Yes,Yes,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,29.07,666.03,0,Pakistan-Synthetic
