CustomerID,Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Churn Value,Source
IN-00104,Male,No,Yes,Yes,38,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,40.0,1543.86,0,India-Synthetic
IN-00105,Male,No,Yes,Yes,31,Yes,No,DSL,No,Yes,No,Yes,No,No,Two year,Yes,Electronic check,52.54,1589.15,1,India-Synthetic
IN-00106,Female,No,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,77.01,157.4,1,India-Synthetic
IN-00107,Male,No,No,No,14,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),48.93,694.51,1,India-Synthetic
IN-00108,Male,No,Yes,No,29,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,Yes,Mailed check,63.79,1785.96,0,India-Synthetic
IN-00109,Male,No,No,Yes,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),44.56,2403.7,1,India-Synthetic
IN-00110,Male,No,No,No,29,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,55.09,1586.73,0,India-Synthetic
IN-00111,Female,No,No,Yes,60,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Electronic check,103.81,6213.79,0,India-Synthetic
IN-00112,Male,No,No,Yes,14,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,42.59,579.94,0,India-Synthetic
IN-00113,Male,No,Yes,Yes,34,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,66.2,2241.55,1,India-Synthetic
IN-00114,Female,No,No,No,17,No,No phone service,DSL,Yes,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),54.88,943.47,0,India-Synthetic
IN-00115,Female,No,No,No,49,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,99.07,4875.5,0,India-Synthetic
IN-00116,Female,No,No,No,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,63.4,2263.38,0,India-Synthetic
IN-00117,Female,No,Yes,Yes,22,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),52.76,1173.59,0,India-Synthetic
IN-00118,Male,No,Yes,Yes,25,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,39.42,917.63,0,India-Synthetic
IN-00119,Female,No,Yes,Yes,30,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,32.1,986.18,0,India-Synthetic
IN-00120,Female,No,Yes,Yes,35,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,76.25,2623.71,0,India-Synthetic
IN-00121,Male,No,Yes,No,32,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Electronic check,53.73,1704.77,1,India-Synthetic
IN-00122,Female,No,Yes,No,30,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),110.11,3459.43,0,India-Synthetic
IN-00123,Female,No,No,Yes,27,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),72.15,1911.39,0,India-Synthetic
IN-00124,Female,Yes,Yes,Yes,49,Yes,Yes,DSL,No,No,No,No,No,No,One year,No,Electronic check,55.53,2709.53,0,India-Synthetic
IN-00125,Male,No,Yes,Yes,39,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),76.21,2879.13,0,India-Synthetic
IN-00126,Female,No,No,No,36,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,94.07,3373.04,0,India-Synthetic
IN-00127,Male,No,Yes,No,48,Yes,Yes,DSL,No,Yes,Yes,No,No,No,One year,Yes,Electronic check,65.67,3075.96,0,India-Synthetic
IN-00128,Female,No,Yes,Yes,34,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),74.04,2420.62,1,India-Synthetic
IN-00129,Male,No,Yes,Yes,18,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),41.8,751.4,1,India-Synthetic
IN-00130,Female,No,No,Yes,48,Yes,Yes,DSL,No,No,No,No,Yes,No,One year,Yes,Mailed check,56.98,2876.32,0,India-Synthetic
IN-00131,Male,No,Yes,No,62,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,97.13,5786.6,1,India-Synthetic
IN-00132,Male,No,Yes,Yes,47,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,One year,Yes,Electronic check,64.01,2869.44,0,India-Synthetic
IN-00133,Male,No,No,No,29,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,Yes,Mailed check,45.43,1301.91,1,India-Synthetic
IN-00134,Female,No,No,Yes,19,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),70.66,1284.11,1,India-Synthetic
IN-00135,Male,No,No,No,5,Yes,Yes,DSL,No,No,No,No,No,No,One year,No,Electronic check,81.58,401.97,0,India-Synthetic
IN-00136,Female,No,Yes,No,13,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),61.04,773.67,1,India-Synthetic
IN-00137,Female,No,No,Yes,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),73.68,3970.42,0,India-Synthetic
IN-00138,Male,No,Yes,Yes,46,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),107.64,4969.4,0,India-Synthetic
IN-00139,Male,No,No,Yes,41,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),84.39,3447.58,0,India-Synthetic
IN-00140,Male,No,No,No,25,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,31.4,737.07,0,India-Synthetic
IN-00141,Female,No,No,Yes,40,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,40.38,1549.86,1,India-Synthetic
IN-00142,Female,No,No,No,8,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),47.54,378.4,1,India-Synthetic
IN-00143,Female,No,Yes,Yes,48,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,28.45,1470.1,0,India-Synthetic
IN-00144,Female,No,Yes,No,26,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Electronic check,78.28,2059.95,0,India-Synthetic
IN-00145,Male,No,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,40.5,444.86,1,India-Synthetic
IN-00146,Female,No,No,No,2,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,68.3,142.05,1,India-Synthetic
IN-00147,Male,No,No,Yes,38,Yes,Yes,DSL,Yes,No,No,No,No,No,Two year,Yes,Mailed check,54.46,2054.49,0,India-Synthetic
IN-00148,Male,No,No,Yes,36,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,48.13,1771.27,1,India-Synthetic
IN-00149,Female,No,Yes,No,33,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),28.52,902.46,0,India-Synthetic
IN-00150,Female,No,Yes,No,6,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,31.95,196.94,0,India-Synthetic
IN-00151,Male,No,No,No,12,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,27.06,319.72,0,India-Synthetic
IN-00152,Male,No,Yes,No,27,Yes,No,DSL,No,No,No,No,No,Yes,One year,No,Electronic check,67.31,1879.03,0,India-Synthetic
IN-00153,Male,No,Yes,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),69.92,1629.08,1,India-Synthetic
IN-00154,Male,No,Yes,No,29,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),55.29,1540.57,0,India-Synthetic
IN-00155,Male,Yes,No,Yes,40,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,86.67,3553.33,0,India-Synthetic
IN-00156,Female,No,Yes,No,15,Yes,No,DSL,Yes,No,No,No,No,No,One year,No,Electronic check,61.29,926.97,0,India-Synthetic
IN-00157,Male,No,No,No,24,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),44.33,1085.76,0,India-Synthetic
IN-00158,Female,No,Yes,No,22,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),63.16,1385.39,0,India-Synthetic
IN-00159,Female,No,No,No,29,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,34.93,1034.07,1,India-Synthetic
IN-00160,Female,No,No,No,26,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),42.38,1177.01,0,India-Synthetic
IN-00161,Female,No,No,No,8,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,41.73,327.69,1,India-Synthetic
IN-00162,Male,Yes,No,Yes,56,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,No,Electronic check,108.06,6210.99,0,India-Synthetic
